method	numPRD	N	alpha	beta	MAP
lmjm_0.4_rocchio_TFIDF	25	70	1.0	42.5	0.2796
lmjm_0.4_rocchio_TFIDF	25	70	1.0	45.0	0.2786
lmjm_0.4_rocchio_TFIDF	25	70	1.0	47.5	0.2786
lmjm_0.4_rocchio_TFIDF	25	70	1.0	50.0	0.2784
lmjm_0.4_rocchio_TFIDF	25	70	1.0	52.5	0.2783
lmjm_0.4_rocchio_TFIDF	25	75	1.0	5.0	0.2675
lmjm_0.4_rocchio_TFIDF	25	75	1.0	15.0	0.2766
lmjm_0.4_rocchio_TFIDF	25	75	1.0	17.5	0.2766
lmjm_0.4_rocchio_TFIDF	25	75	1.0	20.0	0.2765
lmjm_0.4_rocchio_TFIDF	25	75	1.0	22.5	0.2766
lmjm_0.4_rocchio_TFIDF	25	75	1.0	25.0	0.2773
lmjm_0.4_rocchio_TFIDF	25	75	1.0	27.5	0.278
lmjm_0.4_rocchio_TFIDF	25	75	1.0	30.0	0.2783
lmjm_0.4_rocchio_TFIDF	25	75	1.0	32.5	0.2789
lmjm_0.4_rocchio_TFIDF	25	75	1.0	35.0	0.2788
lmjm_0.4_rocchio_TFIDF	25	75	1.0	37.5	0.2793
lmjm_0.4_rocchio_TFIDF	25	75	1.0	40.0	0.2792
lmjm_0.4_rocchio_TFIDF	25	75	1.0	42.5	0.2785
lmjm_0.4_rocchio_TFIDF	25	75	1.0	45.0	0.2787
lmjm_0.4_rocchio_TFIDF	25	75	1.0	47.5	0.2786
lmjm_0.4_rocchio_TFIDF	25	75	1.0	50.0	0.2783
lmjm_0.4_rocchio_TFIDF	25	75	1.0	52.5	0.2782
lmjm_0.4_rocchio_TFIDF	25	80	1.0	5.0	0.2682
lmjm_0.4_rocchio_TFIDF	25	80	1.0	15.0	0.2765
lmjm_0.4_rocchio_TFIDF	25	80	1.0	17.5	0.2767
lmjm_0.4_rocchio_TFIDF	25	80	1.0	20.0	0.277
lmjm_0.4_rocchio_TFIDF	25	80	1.0	22.5	0.277
lmjm_0.4_rocchio_TFIDF	25	80	1.0	25.0	0.2776
lmjm_0.4_rocchio_TFIDF	25	80	1.0	27.5	0.2775
lmjm_0.4_rocchio_TFIDF	25	80	1.0	30.0	0.2787
lmjm_0.4_rocchio_TFIDF	25	80	1.0	32.5	0.2788
lmjm_0.4_rocchio_TFIDF	25	80	1.0	35.0	0.279
lmjm_0.4_rocchio_TFIDF	25	80	1.0	37.5	0.2786
lmjm_0.4_rocchio_TFIDF	25	80	1.0	40.0	0.2787
lmjm_0.4_rocchio_TFIDF	25	80	1.0	42.5	0.2787
lmjm_0.4_rocchio_TFIDF	25	80	1.0	45.0	0.2784
lmjm_0.4_rocchio_TFIDF	25	80	1.0	47.5	0.2783
lmjm_0.4_rocchio_TFIDF	25	80	1.0	50.0	0.2782
lmjm_0.4_rocchio_TFIDF	25	80	1.0	52.5	0.2782
lmjm_0.4_rocchio_TFIDF	25	85	1.0	5.0	0.2685
lmjm_0.4_rocchio_TFIDF	25	85	1.0	10.0	0.2758
lmjm_0.4_rocchio_TFIDF	25	85	1.0	15.0	0.2758
lmjm_0.4_rocchio_TFIDF	25	85	1.0	17.5	0.2765
lmjm_0.4_rocchio_TFIDF	25	85	1.0	20.0	0.2765
lmjm_0.4_rocchio_TFIDF	25	85	1.0	22.5	0.2774
lmjm_0.4_rocchio_TFIDF	25	85	1.0	25.0	0.2782
lmjm_0.4_rocchio_TFIDF	25	85	1.0	27.5	0.2776
lmjm_0.4_rocchio_TFIDF	25	85	1.0	30.0	0.2784
lmjm_0.4_rocchio_TFIDF	25	85	1.0	32.5	0.2785
lmjm_0.4_rocchio_TFIDF	25	85	1.0	35.0	0.2786
lmjm_0.4_rocchio_TFIDF	25	85	1.0	37.5	0.2787
lmjm_0.4_rocchio_TFIDF	25	85	1.0	40.0	0.2784
lmjm_0.4_rocchio_TFIDF	25	85	1.0	42.5	0.2783
lmjm_0.4_rocchio_TFIDF	25	85	1.0	45.0	0.2782
lmjm_0.4_rocchio_TFIDF	25	85	1.0	47.5	0.2783
lmjm_0.4_rocchio_TFIDF	25	85	1.0	50.0	0.278
lmjm_0.4_rocchio_TFIDF	25	85	1.0	52.5	0.278
lmjm_0.4_rocchio_TFIDF	25	90	1.0	5.0	0.2689
lmjm_0.4_rocchio_TFIDF	25	90	1.0	10.0	0.2756
lmjm_0.4_rocchio_TFIDF	25	90	1.0	15.0	0.2786
lmjm_0.4_rocchio_TFIDF	25	90	1.0	17.5	0.2795
lmjm_0.4_rocchio_TFIDF	25	90	1.0	20.0	0.2797
lmjm_0.4_rocchio_TFIDF	25	90	1.0	22.5	0.2785
lmjm_0.4_rocchio_TFIDF	25	90	1.0	25.0	0.2785
lmjm_0.4_rocchio_TFIDF	25	90	1.0	27.5	0.2786
